#{"t_start": 1724235696.2509272, "env_id": "None"}
r,l,t
0.31757575,30,0.98976
0.31757575,30,0.989837
0.31757575,30,0.989846
0.31757575,30,0.989853
0.31757575,30,0.989858
0.31757575,30,0.989864
0.31757575,30,0.989869
0.31757575,30,0.989874
0.31757575,30,1.160029
0.31757575,30,1.160069
0.31757575,30,1.160079
0.31757575,30,1.160087
0.31757575,30,1.160092
0.31757575,30,1.160098
0.31757575,30,1.160103
0.31757575,30,1.160108
0.31757575,30,1.335815
0.31757575,30,1.335875
0.31757575,30,1.335887
0.31757575,30,1.335894
0.31757575,30,1.335903
0.31757575,30,1.335908
0.31757575,30,1.335913
0.31757575,30,1.335918
0.31757575,30,1.506902
0.31757575,30,1.506954
0.31757575,30,1.506962
0.31757575,30,1.506969
0.31757575,30,1.506974
0.31757575,30,1.50698
0.31757575,30,1.506985
0.31757575,30,1.50699
0.34181818,29,1.736693
0.31030303,31,1.749031
0.26060605,34,1.767533
0.21212122,36,1.780122
0.20787878,36,1.780177
0.19272727,37,1.786612
0.18848485,38,1.793115
0.16363636,39,1.799596
0.40727273,26,1.922321
0.33272728,30,1.928953
0.19515151,37,1.959411
0.31333333,31,1.965389
0.3309091,30,1.965446
0.2521212,34,1.983081
0.1630303,39,2.023035
0.17454545,38,2.0231
0.31030303,31,2.109736
0.39939395,26,2.134632
0.32969698,30,2.141381
0.18666667,38,2.148322
0.26909092,33,2.154936
0.46727273,23,2.161224
0.18969697,37,2.184314
0.24787879,34,2.228294
0.50060606,21,2.275921
0.43333334,25,2.293727
0.36969697,28,2.30761
0.42303032,25,2.337306
0.1509091,39,2.349632
0.24727273,34,2.363256
0.22121212,36,2.380852
0.30727273,31,2.415578
0.34545454,29,2.477431
0.25333333,34,2.477495
0.47757575,22,2.489252
0.28666666,32,2.52434
0.16666667,39,2.524396
0.15575758,39,2.57716
0.24181817,35,2.583896
0.22969697,35,2.619145
0.3648485,28,2.65379
0.28848484,32,2.665904
0.2169697,36,2.690464
0.30363637,31,2.707974
0.23272727,35,2.730948
0.26606062,33,2.771659
0.32848486,30,2.795935
0.19212121,37,2.802532
0.23212121,35,2.861293
0.29575756,32,2.879965
0.23878787,35,2.91547
0.11333334,42,2.915526
0.19575758,37,2.949875
0.38484848,27,2.962078
0.23212121,35,2.980086
