#{"t_start": 1704970473.356926, "env_id": "None"}
r,l,t
0.25842696,7,1.141365
0.25842696,7,1.141417
0.25842696,7,1.141428
0.25842696,7,1.141436
0.25842696,7,1.141442
0.25842696,7,1.141448
0.25842696,7,1.141454
0.25842696,7,1.141461
0.25842696,7,1.17999
0.25842696,7,1.180033
0.25842696,7,1.180044
0.25842696,7,1.180052
0.25842696,7,1.180059
0.25842696,7,1.180065
0.25842696,7,1.180071
0.25842696,7,1.180077
0.25842696,7,1.211864
0.25842696,7,1.211908
0.25842696,7,1.211917
0.25842696,7,1.211924
0.25842696,7,1.211931
0.25842696,7,1.211936
0.25842696,7,1.211942
0.25842696,7,1.211948
0.25842696,7,1.246842
0.25842696,7,1.246879
0.25842696,7,1.246888
0.25842696,7,1.246896
0.25842696,7,1.246903
0.25842696,7,1.246909
0.25842696,7,1.246915
0.25842696,7,1.246921
0.33820224,6,1.431995
0.27078652,7,1.439012
0.252809,7,1.439059
0.1719101,8,1.446551
0.16404495,8,1.446597
0.16179775,8,1.446606
0.06966292,9,1.45397
0.07078651,9,1.454036
0.34157303,6,1.49508
0.16404495,8,1.495128
0.23820224,7,1.495137
0.35617977,6,1.495145
0.16741572,8,1.502465
0.25505617,7,1.502507
0.35730338,6,1.502516
0.15505618,8,1.517396
0.45393258,5,1.544744
0.24719101,7,1.552216
0.25842696,7,1.552265
0.25617978,7,1.552275
0.23820224,7,1.564544
0.08202247,9,1.575911
0.16516854,8,1.575962
0.16404495,8,1.591738
0.25730336,7,1.610106
0.25730336,7,1.622095
0.15955056,8,1.633452
0.26067415,7,1.641871
0.25955057,7,1.641924
0.08202247,9,1.641935
0.07078651,9,1.649183
0.3280899,6,1.663481
0.15505618,8,1.66355
0.35617977,6,1.683774
0.14831461,8,1.695351
0.16067415,8,1.712414
0.16516854,8,1.71251
0.44269663,5,1.712537
0.24269663,7,1.712557
0.08202247,9,1.723025
0.16179775,8,1.738772
0.1494382,8,1.758228
0.2494382,7,1.758261
0.45393258,5,1.758272
0.4280899,5,1.75828
0.35617977,6,1.777541
0.15617977,8,1.787274
0.15617977,8,1.787349
0.16404495,8,1.81182
0.25505617,7,1.819432
0.24494383,7,1.819486
0.252809,7,1.819497
0.1494382,8,1.826898
0.33820224,6,1.836297
0.16179775,8,1.843738
0.15955056,8,1.853252
0.43033707,5,1.861663
0.35730338,6,1.869856
0.16741572,8,1.877481
0.24382022,7,1.886903
0.06966292,9,1.897067
0.16067415,8,1.908929
0.26741573,7,1.90901
0.43820226,5,1.919418
0.27078652,7,1.928001
0.34494382,6,1.939933
0.0752809,9,1.939992
0.34269664,6,1.948808
0.27078652,7,1.967046
0.0752809,9,1.999101
0.3494382,6,1.999183
0.06966292,9,1.999234
0.35730338,6,2.007927
0.08202247,9,2.007982
0.16067415,8,2.007993
0.16292135,8,2.015876
0.25842696,7,2.036351
0.45280898,5,2.062614
0.25505617,7,2.071411
0.06966292,9,2.080395
0.06966292,9,2.080449
0.08202247,9,2.08046
0.0752809,9,2.091777
0.08202247,9,2.091865
0.252809,7,2.101507
0.16179775,8,2.140452
0.1494382,8,2.149782
0.15842697,8,2.160143
0.35730338,6,2.160223
0.16516854,8,2.160244
0.16067415,8,2.160263
0.15955056,8,2.170543
0.1494382,8,2.170597
0.25730336,7,2.206314
0.35617977,6,2.214674
0.16067415,8,2.224386
0.25168538,7,2.224437
0.16966292,8,2.233264
0.16741572,8,2.233334
0.16404495,8,2.242801
0.14831461,8,2.242866
0.24269663,7,2.272384
0.42359552,5,2.281732
0.45280898,5,2.290487
0.16629213,8,2.298691
0.14831461,8,2.298746
0.06966292,9,2.298763
0.16853933,8,2.30814
0.16404495,8,2.319744
0.3539326,6,2.347413
0.23595506,7,2.347458
0.07078651,9,2.356139
0.16179775,8,2.379037
0.16067415,8,2.379093
0.1719101,8,2.379116
0.24494383,7,2.389383
0.16067415,8,2.389453
0.34157303,6,2.417251
0.24494383,7,2.417296
0.16853933,8,2.425868
0.23595506,7,2.445644
0.26741573,7,2.445696
0.15842697,8,2.454512
0.16067415,8,2.465187
0.16404495,8,2.465251
0.34494382,6,2.475122
0.23932584,7,2.486332
0.25730336,7,2.494633
0.35730338,6,2.511186
0.15955056,8,2.519533
0.08202247,9,2.530247
0.16404495,8,2.539612
0.16067415,8,2.539699
0.25505617,7,2.550714
0.0752809,9,2.559629
0.43820226,5,2.559685
0.16853933,8,2.567666
0.35730338,6,2.586592
0.45393258,5,2.58664
0.15842697,8,2.594786
0.33033708,6,2.603202
0.26966292,7,2.60326
0.15842697,8,2.632359
0.15955056,8,2.632413
0.15842697,8,2.641288
0.33258426,6,2.641357
0.43595505,5,2.641408
0.27078652,7,2.653262
0.33033708,6,2.663569
0.24606742,7,2.673884
0.34494382,6,2.701979
0.25730336,7,2.702063
0.26516855,7,2.71227
0.16404495,8,2.712351
0.16629213,8,2.720693
0.16404495,8,2.732968
0.23595506,7,2.743033
0.5235955,4,2.743144
0.15955056,8,2.743163
0.26067415,7,2.775468
0.24382022,7,2.792375
0.3539326,6,2.792464
0.16067415,8,2.792481
0.15842697,8,2.792493
0.25842696,7,2.81505
0.16516854,8,2.823514
0.0752809,9,2.834545
0.14831461,8,2.85406
0.33820224,6,2.854109
0.25617978,7,2.86269
0.25955057,7,2.862748
0.16966292,8,2.872076
0.16067415,8,2.88874
0.16853933,8,2.899261
0.16179775,8,2.908736
0.25955057,7,2.917144
0.14831461,8,2.925706
