#{"t_start": 1702919144.6708322, "env_id": "None"}
r,l,t
0.7202,75,1.693934
0.7202,75,1.694014
0.7202,75,1.694026
0.7202,75,1.694034
0.7202,75,1.694042
0.7202,75,1.694058
0.7202,75,1.694064
0.7202,75,1.694071
0.7202,75,2.009521
0.7202,75,2.009574
0.7202,75,2.009586
0.7202,75,2.009594
0.7202,75,2.009605
0.7202,75,2.009612
0.7202,75,2.009619
0.7202,75,2.009626
0.7202,75,2.317077
0.7202,75,2.317133
0.7202,75,2.317145
0.7202,75,2.317153
0.7202,75,2.317161
0.7202,75,2.317168
0.7202,75,2.317175
0.7202,75,2.317181
0.7202,75,2.639218
0.7202,75,2.639273
0.7202,75,2.639284
0.7202,75,2.639293
0.7202,75,2.639301
0.7202,75,2.639307
0.7202,75,2.639315
0.7202,75,2.639321
0.7372,70,3.647051
0.72688,73,3.670778
0.7242,74,3.679068
0.7156,76,3.69497
0.71188,77,3.704615
0.70108,80,3.72965
0.69792,81,3.738489
0.69136,83,3.754746
0.72988,72,4.275577
0.70932,78,4.299431
0.72696,73,4.307769
0.71568,76,4.316051
0.70904,78,4.355236
0.72032,75,4.355288
0.71964,75,4.365064
0.70876,78,4.405725
0.73784,70,4.846846
0.71604,76,4.921053
0.70864,78,4.944889
0.7124,77,4.944945
0.69464,82,5.026883
0.68884,84,5.042577
0.70172,80,5.057735
0.67448,88,5.079986
0.70204,80,8.056036
0.73416,71,8.056932
0.71964,75,8.108082
0.75528,65,8.137491
0.7302,72,8.160723
0.745,68,8.182917
0.72344,74,8.190673
0.68096,86,8.190729
0.72648,73,8.614354
0.712,77,8.644075
0.74812,67,8.67445
0.74852,67,8.697816
0.70164,80,8.720348
0.74068,69,8.720404
0.70556,79,8.741207
0.7192,75,8.762596
0.76276,63,9.118224
0.72712,73,9.161616
0.72976,72,9.212141
0.72676,73,9.263667
0.71584,76,9.307954
0.6952,82,9.308008
0.70364,80,9.315426
0.71648,76,9.331398
0.78024,58,9.599017
0.74112,69,10.240829
0.74112,69,10.240885
0.74112,69,10.240896
0.74112,69,10.240904
0.74112,69,10.240912
0.74112,69,10.240919
0.74112,69,10.240926
0.74112,69,10.240933
0.77328,60,13.904427
0.75976,64,13.934418
0.75168,66,13.951196
0.72304,74,14.011012
0.71976,75,14.019031
0.71648,76,14.027045
0.71608,76,14.027092
0.67392,88,14.114856
0.73372,71,14.527613
0.70932,78,14.549348
