#{"t_start": 1704970781.189666, "env_id": "None"}
r,l,t
0.24606742,7,1.172859
0.24606742,7,1.172926
0.24606742,7,1.172937
0.24606742,7,1.172944
0.24606742,7,1.172953
0.24606742,7,1.172959
0.24606742,7,1.172972
0.24606742,7,1.172979
0.16404495,8,1.211293
0.16404495,8,1.211339
0.16404495,8,1.211349
0.16404495,8,1.211356
0.16404495,8,1.211363
0.16404495,8,1.211369
0.16404495,8,1.211375
0.16404495,8,1.211381
0.2539326,7,1.245334
0.2539326,7,1.245394
0.2539326,7,1.245404
0.2539326,7,1.245414
0.2539326,7,1.245419
0.2539326,7,1.245425
0.2539326,7,1.245431
0.2539326,7,1.245436
0.1505618,8,1.282317
0.1505618,8,1.28236
0.1505618,8,1.28237
0.1505618,8,1.282377
0.1505618,8,1.282383
0.1505618,8,1.282389
0.1505618,8,1.282395
0.1505618,8,1.282401
0.6539326,3,1.46394
0.36292136,6,1.488087
0.347191,6,1.488134
0.33707866,6,1.488145
0.5303371,4,1.495383
0.26516855,7,1.495429
0.25617978,7,1.495438
0.26067415,7,1.495446
0.16853933,8,1.507398
0.547191,4,1.522872
0.5370787,4,1.522919
0.53483146,4,1.530236
0.34044945,6,1.542109
0.44382024,5,1.54216
0.36853933,6,1.549764
0.33483145,6,1.549831
0.43146068,5,1.549851
0.34157303,6,1.575113
0.26179776,7,1.58242
0.36404493,6,1.593893
0.24157304,7,1.593936
0.36741573,6,1.604463
0.3438202,6,1.604542
0.23820224,7,1.604561
0.24494383,7,1.614295
0.36516854,6,1.632042
0.53932583,4,1.639088
0.36516854,6,1.639134
0.6280899,3,1.639143
0.43370786,5,1.64672
0.26404494,7,1.654021
0.36741573,6,1.654057
0.2494382,7,1.654065
0.54157305,4,1.665744
0.44382024,5,1.685348
0.4483146,5,1.685379
0.34157303,6,1.697523
0.54157305,4,1.697539
0.46292135,5,1.711356
0.44606742,5,1.718487
0.6483146,3,1.718525
0.25955057,7,1.718534
0.252809,7,1.725454
0.5359551,4,1.725529
0.4505618,5,1.756051
0.3483146,6,1.756092
0.36292136,6,1.756102
0.7325843,2,1.770452
0.3438202,6,1.770499
0.2483146,7,1.779819
0.25842696,7,1.792205
0.2494382,7,1.792251
0.16516854,8,1.79226
0.5494382,4,1.792268
0.43595505,5,1.799452
0.5438202,4,1.809184
0.6325843,3,1.821435
0.44494382,5,1.821473
0.5359551,4,1.828714
0.3494382,6,1.840987
0.5449438,4,1.841025
0.2505618,7,1.855001
0.24382022,7,1.855062
0.44157302,5,1.86329
0.3505618,6,1.863335
0.24044944,7,1.877579
0.3438202,6,1.886019
0.24494383,7,1.886095
0.25168538,7,1.895985
0.2494382,7,1.912366
0.25955057,7,1.912415
0.5359551,4,1.922075
0.26404494,7,1.922122
0.16404495,8,1.929837
0.35280898,6,1.929911
0.35730338,6,1.940209
0.3539326,6,1.95051
0.44044945,5,1.95972
0.347191,6,1.968739
0.4505618,5,1.968791
0.4516854,5,1.979548
0.27078652,7,1.990526
0.25730336,7,2.001312
0.44269663,5,2.011294
0.5438202,4,2.011383
0.16629213,8,2.022939
0.34157303,6,2.031834
0.43258426,5,2.031911
0.16853933,8,2.031931
0.447191,5,2.05032
0.25730336,7,2.060485
0.26629212,7,2.083514
0.3505618,6,2.083561
0.15393259,8,2.092513
0.2494382,7,2.103843
0.25842696,7,2.104108
0.4224719,5,2.104141
0.16516854,8,2.114634
0.5258427,4,2.125694
0.2539326,7,2.135664
0.43258426,5,2.135711
0.5280899,4,2.148148
0.5157303,4,2.148217
0.4213483,5,2.148241
0.33258426,6,2.171999
0.33370787,6,2.183021
0.4483146,5,2.192623
0.24606742,7,2.202524
0.3483146,6,2.202599
0.3483146,6,2.213225
0.26179776,7,2.222285
0.6235955,3,2.234019
0.16179775,8,2.234098
0.3505618,6,2.234118
0.45393258,5,2.234134
0.25617978,7,2.266412
0.4292135,5,2.266492
0.63595504,3,2.266514
0.53932583,4,2.266528
0.25168538,7,2.276994
0.5494382,4,2.277052
0.44606742,5,2.287116
0.3516854,6,2.299628
0.7314607,2,2.299699
0.5292135,4,2.310939
0.63033706,3,2.311013
0.7258427,2,2.319889
0.33033708,6,2.328605
0.53370786,4,2.328656
0.24719101,7,2.338096
0.16292135,8,2.350796
0.63820225,3,2.371098
0.35505617,6,2.371172
0.16853933,8,2.379875
0.15617977,8,2.389754
0.33258426,6,2.389833
0.1505618,8,2.401082
0.43932584,5,2.401157
0.63820225,3,2.401175
0.17865169,8,2.413329
0.5370787,4,2.422129
0.641573,3,2.430974
0.54044944,4,2.43102
0.25168538,7,2.442414
0.33932585,6,2.453273
0.26292136,7,2.472466
0.4483146,5,2.472559
0.23820224,7,2.472594
0.34157303,6,2.493365
0.15955056,8,2.493439
0.252809,7,2.503364
0.33483145,6,2.50341
0.33820224,6,2.513276
0.42696628,5,2.522586
0.43595505,5,2.522641
0.26741573,7,2.541928
0.33595505,6,2.553492
0.26741573,7,2.565265
0.5516854,4,2.565311
0.1505618,8,2.585806
0.16067415,8,2.58588
0.23483147,7,2.585895
0.4741573,5,2.598669
0.18539326,8,2.610521
0.44157302,5,2.620464
0.2494382,7,2.629475
0.19101124,8,2.650413
0.26516855,7,2.660144
0.24382022,7,2.660218
0.24494383,7,2.670184
0.0764045,9,2.680525
0.26966292,7,2.680588
0.16741572,8,2.703304
0.34494382,6,2.714058
0.43146068,5,2.714112
0.17078651,8,2.71414
0.26853934,7,2.744432
0.16292135,8,2.744507
0.34269664,6,2.744527
0.45730338,5,2.753547
0.26292136,7,2.75362
0.45730338,5,2.763564
0.16629213,8,2.792081
0.16516854,8,2.79216
0.44157302,5,2.802504
0.33146068,6,2.802552
0.35730338,6,2.802561
0.3764045,6,2.812041
0.25730336,7,2.812088
0.35730338,6,2.821297
0.5258427,4,2.832725
0.45393258,5,2.841095
0.5449438,4,2.841143
0.54269665,4,2.851964
0.34494382,6,2.882811
0.16179775,8,2.882875
0.1494382,8,2.882891
0.16404495,8,2.89391
0.25617978,7,2.905422
0.25168538,7,2.917711
0.16741572,8,2.926363
0.25617978,7,2.92641
0.44494382,5,2.935392
0.25730336,7,2.952637
0.25168538,7,2.95269
0.34494382,6,2.952709
0.4550562,5,2.961379
0.5280899,4,2.973704
0.26516855,7,2.973754
0.2494382,7,2.993967
0.44606742,5,3.002084
0.07977528,9,3.012178
0.25617978,7,3.0229
0.26516855,7,3.022962
0.33932585,6,3.031957
0.2539326,7,3.032002
0.23483147,7,3.042393
0.35617977,6,3.051387
0.26292136,7,3.068808
0.5460674,4,3.077909
0.347191,6,3.07796
0.17977528,8,3.091839
0.3483146,6,3.091886
0.35617977,6,3.091896
0.26404494,7,3.091904
0.3494382,6,3.131036
0.43707865,5,3.131101
0.5494382,4,3.131119
0.16292135,8,3.131131
0.23146068,7,3.150808
0.3539326,6,3.150884
0.25168538,7,3.161775
0.18089887,8,3.17103
0.44382024,5,3.182095
0.45280898,5,3.182158
0.3516854,6,3.191302
0.64606744,3,3.191393
0.35730338,6,3.191432
0.5460674,4,3.191453
0.26516855,7,3.223214
0.36629215,6,3.231992
0.5460674,4,3.232062
0.73370785,2,3.243685
0.33595505,6,3.254719
0.24269663,7,3.254767
0.25955057,7,3.263969
0.16853933,8,3.264015
0.26292136,7,3.264031
0.44269663,5,3.282545
0.35617977,6,3.299892
0.25505617,7,3.29994
0.3730337,6,3.309382
0.26516855,7,3.320066
0.3483146,6,3.320147
0.26741573,7,3.330754
0.6337079,3,3.3308
0.16404495,8,3.340388
0.26404494,7,3.349131
0.46404496,5,3.359053
0.53258425,4,3.3591
0.5269663,4,3.368149
0.2505618,7,3.368228
0.35842696,6,3.380224
0.45730338,5,3.380293
0.3494382,6,3.400413
0.35280898,6,3.41225
0.43483147,5,3.412311
0.25842696,7,3.430601
0.43370786,5,3.430651
0.3494382,6,3.430661
0.24044944,7,3.440005
0.26179776,7,3.450082
0.33483145,6,3.45939
0.24719101,7,3.477353
0.43595505,5,3.477434
0.16516854,8,3.488482
0.2505618,7,3.498726
0.3539326,6,3.498768
0.17303371,8,3.507496
0.26404494,7,3.518012
0.7404494,2,3.538196
0.17078651,8,3.538259
0.26516855,7,3.547853
0.26067415,7,3.556289
0.3516854,6,3.556358
0.2483146,7,3.565283
0.08089887,9,3.565338
0.5258427,4,3.584807
0.16853933,8,3.584854
0.54044944,4,3.593794
0.54044944,4,3.593846
0.2483146,7,3.602633
0.6516854,3,3.613902
0.16741572,8,3.613973
0.33033708,6,3.625967
0.16516854,8,3.644725
0.25617978,7,3.653343
0.347191,6,3.653383
0.547191,4,3.653392
0.25617978,7,3.66212
0.64606744,3,3.679492
0.17752808,8,3.679536
0.53370786,4,3.679547
0.16966292,8,3.687744
0.16629213,8,3.69689
0.26741573,7,3.717584
0.26179776,7,3.717639
0.26179776,7,3.725789
0.65280896,3,3.725835
0.35505617,6,3.734842
0.43595505,5,3.734911
0.36741573,6,3.734929
0.2505618,7,3.745054
0.552809,4,3.756714
0.5516854,4,3.766169
0.6505618,3,3.766218
0.3483146,6,3.775033
0.44606742,5,3.775071
0.25505617,7,3.803481
0.25617978,7,3.803534
0.26629212,7,3.811751
0.45617977,5,3.82049
0.36853933,6,3.820534
0.4483146,5,3.820555
0.25617978,7,3.820575
0.54044944,4,3.84016
0.08651686,9,3.84924
0.36067414,6,3.858941
0.44044945,5,3.867367
0.35505617,6,3.867439
0.34157303,6,3.876012
0.26629212,7,3.885782
0.6505618,3,3.897448
0.16516854,8,3.897505
0.34494382,6,3.897515
0.43932584,5,3.897523
0.35505617,6,3.914826
0.64494383,3,3.923412
0.3494382,6,3.931834
0.46516854,5,3.941841
0.16404495,8,3.941907
0.3505618,6,6.215014
0.25505617,7,6.225196
0.16629213,8,6.225252
0.4494382,5,6.234753
0.35730338,6,6.234802
0.33033708,6,6.253165
0.3516854,6,6.26536
0.25730336,7,6.275673
0.54831463,4,6.275766
0.4494382,5,6.27582
0.16516854,8,6.301361
0.25730336,7,6.312032
0.16404495,8,6.312154
0.5359551,4,6.312178
0.4292135,5,6.312204
0.36516854,6,6.341671
0.44382024,5,6.361809
0.16853933,8,6.361881
0.1752809,8,6.361902
0.25955057,7,6.371645
0.35955057,6,6.37174
0.5438202,4,6.381443
0.1719101,8,6.390238
0.07752809,9,6.399868
0.43820226,5,6.409618
0.25505617,7,6.426448
0.24606742,7,6.426499
0.2494382,7,6.435708
0.26629212,7,6.435804
0.26292136,7,6.447469
0.45393258,5,6.455832
0.25842696,7,6.455876
0.25955057,7,6.467092
0.4516854,5,6.477279
0.43820226,5,6.48631
0.53483146,4,6.486356
0.17865169,8,6.505375
0.447191,5,6.505478
0.26179776,7,6.505497
0.26516855,7,6.52475
0.3516854,6,6.524799
0.26404494,7,6.544206
0.5370787,4,6.544285
0.32921347,6,6.544331
0.45730338,5,6.555343
0.16966292,8,6.566814
0.24269663,7,6.576914
0.35617977,6,6.589021
0.25955057,7,6.600394
0.35280898,6,6.609081
0.447191,5,6.617995
0.26404494,7,6.618036
0.14494382,8,6.627919
0.252809,7,6.627972
0.73370785,2,6.637062
0.44044945,5,6.637139
0.15730338,8,6.660669
0.64044946,3,6.660716
0.24044944,7,6.669964
0.34606743,6,6.670007
0.33707866,6,6.687051
0.16741572,8,6.696801
0.34606743,6,6.696847
0.2505618,7,6.705556
0.33932585,6,6.716086
0.35505617,6,6.716131
0.5269663,4,6.725542
0.26179776,7,6.733632
0.16741572,8,6.74502
0.35955057,6,6.75649
0.35730338,6,6.756561
0.5303371,4,6.764567
0.26179776,7,6.783859
0.16404495,8,6.783908
0.33932585,6,6.792639
0.16629213,8,6.792714
0.26741573,7,6.817618
0.33370787,6,6.817717
0.34269664,6,6.829623
0.2483146,7,6.829695
0.43820226,5,6.840629
0.44382024,5,6.840724
0.5460674,4,6.840748
0.7303371,2,6.840764
0.43258426,5,6.852127
0.54157305,4,6.871466
0.2539326,7,6.893475
0.36404493,6,6.908779
0.24719101,7,6.918959
0.17078651,8,6.919052
0.24719101,7,6.919082
0.152809,8,6.929831
0.16629213,8,6.939761
0.6292135,3,6.950973
0.17752808,8,6.961598
0.24606742,7,6.973785
0.35280898,6,6.973902
0.447191,5,6.973981
0.34269664,6,6.983802
0.25617978,7,7.008082
0.24382022,7,7.019031
0.44269663,5,7.030566
0.26516855,7,7.030639
0.25730336,7,7.041375
0.25955057,7,7.052289
0.17865169,8,7.06334
0.26404494,7,7.063393
0.4494382,5,7.063404
0.44269663,5,7.082696
0.34044945,6,7.082766
0.3516854,6,7.102399
0.24606742,7,7.10245
0.44494382,5,7.112213
0.3539326,6,7.12324
0.3494382,6,7.123295
0.24494383,7,7.123305
0.27078652,7,7.152586
0.44157302,5,7.152644
0.16853933,8,7.161302
0.24157304,7,7.179304
0.34157303,6,7.179355
0.35505617,6,7.179372
0.2494382,7,7.188186
0.074157305,9,7.188251
0.46516854,5,7.197914
0.2483146,7,7.21817
0.3505618,6,7.239464
0.15842697,8,7.239516
0.54269665,4,7.239527
0.33932585,6,7.250184
0.35505617,6,7.250276
0.5460674,4,7.260995
0.15393259,8,7.261071
0.083146065,9,7.272767
0.53932583,4,7.291399
0.43370786,5,7.291494
0.3516854,6,7.300222
0.4550562,5,7.308916
0.27078652,7,7.308988
0.2505618,7,7.318246
0.5382022,4,7.330796
0.35280898,6,7.330849
0.16741572,8,7.341233
0.53483146,4,7.350925
0.347191,6,7.351013
0.43595505,5,7.362736
0.26966292,7,7.374597
0.4258427,5,7.396334
0.36629215,6,7.396395
0.54269665,4,7.396406
0.25955057,7,7.407887
0.44494382,5,7.407943
0.17640449,8,7.407954
0.16292135,8,7.448234
0.44606742,5,7.459091
0.3539326,6,7.459167
0.3516854,6,7.459188
0.18089887,8,7.459199
0.34157303,6,7.47117
0.2494382,7,7.471241
0.18089887,8,7.49353
0.44044945,5,7.515794
0.44157302,5,7.515845
0.3516854,6,7.515856
0.26179776,7,7.534859
0.34606743,6,7.534935
0.17303371,8,7.548621
0.53932583,4,7.55899
0.17752808,8,7.559058
0.16629213,8,7.580007
0.25842696,7,7.58997
0.56067413,4,7.600648
0.16629213,8,7.600722
0.25842696,7,7.61056
0.15617977,8,7.621891
0.15842697,8,7.631028
0.2483146,7,7.631075
0.34606743,6,7.642924
0.26404494,7,7.662245
0.3730337,6,7.662289
0.43820226,5,7.672668
0.35505617,6,7.672724
0.53370786,4,7.672758
0.4707865,5,7.684078
0.15393259,8,7.684122
0.5314607,4,7.703409
0.5516854,4,7.711842
0.16292135,8,7.719902
0.35730338,6,7.719968
0.5303371,4,7.719979
0.46516854,5,7.73183
0.3516854,6,7.731888
0.23707865,7,7.739962
0.5314607,4,7.761005
0.5269663,4,7.761053
0.25730336,7,7.769341
0.35505617,6,7.779696
0.26179776,7,7.779741
0.34044945,6,7.789061
0.43483147,5,7.789103
0.6258427,3,7.789112
0.35730338,6,7.78912
0.4516854,5,7.806854
0.44269663,5,7.824841
0.35842696,6,7.824886
0.44269663,5,7.833417
0.53370786,4,7.842509
0.34494382,6,7.842555
0.26853934,7,7.850941
0.16853933,8,7.851012
0.17078651,8,7.861794
0.44044945,5,7.87218
0.24382022,7,7.894423
0.26966292,7,7.902763
0.3539326,6,7.914808
0.252809,7,7.914872
0.46179774,5,7.914891
0.24269663,7,7.914905
0.33820224,6,7.91492
0.23820224,7,7.967289
0.084269665,9,7.967367
0.34157303,6,7.978276
0.36629215,6,7.978324
0.2505618,7,7.986636
0.25842696,7,7.986682
0.16067415,8,7.996922
0.084269665,9,7.996973
0.4213483,5,8.022681
0.54044944,4,8.022733
0.25505617,7,8.031687
0.56179774,4,8.03174
0.34044945,6,8.040703
0.17865169,8,8.040763
0.15505618,8,8.049647
0.54044944,4,8.058174
0.24269663,7,8.058225
0.447191,5,8.078148
0.23932584,7,8.089347
0.43820226,5,8.109001
0.16292135,8,8.109064
0.3505618,6,8.109075
0.26292136,7,8.109082
0.3483146,6,8.11798
0.07977528,9,8.12932
0.25505617,7,8.146979
0.25730336,7,8.155604
0.45842695,5,8.155653
0.33707866,6,8.164236
0.3483146,6,8.164283
0.35730338,6,8.172829
0.23370786,7,8.172904
0.26292136,7,8.196104
0.447191,5,8.196159
0.36067414,6,8.215494
0.34157303,6,8.215573
0.3516854,6,8.224991
0.4280899,5,8.225035
0.2539326,7,8.233958
0.24606742,7,8.24271
0.43707865,5,8.242795
0.3483146,6,8.25378
0.64044946,3,8.253844
0.44382024,5,8.266092
0.5449438,4,8.266153
0.3516854,6,8.274389
0.44157302,5,8.293726
0.3494382,6,8.315304
0.27078652,7,8.315376
0.17303371,8,8.3154
0.3494382,6,8.326453
0.3494382,6,8.326499
0.34606743,6,8.334947
0.16292135,8,8.334993
0.5235955,4,8.35289
0.26516855,7,8.362043
0.5539326,4,8.373712
0.33932585,6,8.385579
0.26179776,7,8.38665
0.24719101,7,8.386708
0.25842696,7,8.397812
0.36292136,6,8.397854
0.54157305,4,8.407828
